"URI (segment de base https://rdf.archives-nationales.culture.gouv.fr/","Identifiant du concept dans la version du référentiel interne au SIA","Nom de la classe RiC-O d’appartenance","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Définition (skos:definition)","Note sur la portée (skos:scopeNote)","Identifiant du concept générique (skos:broader)","Dénomination du concept générique","Exemples","Concepts associés (skos:related)","Concepts équivalents dans autres thésaurus (skos:exactMatch)","Concepts proches dans autres thésaurus (skos:closeMatch)","Concepts spécifiques dans autres thésaurus (skos:narrowMatch)","Concepts génériques dans autres thésaurus (skos:broadMatch)","Concepts associés dans autres thésaurus (skos:relatedMatch)","Notes sur les modifications effectuées pour ce concept (skos:changeNote)"
"occupationType/FRAN_RI_010-d699msitg1r--hdkjr3pb151x","d699msitg1r--hdkjr3pb151x","OccupationType","abbé","prieur",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d-1e30fi1nk--1gmw0mtayc5he","d-1e30fi1nk--1gmw0mtayc5he","OccupationType","académicien","membre de l'Institut","Membre d'une classe de l'Institut et en particulier de l'Académie française. L'académicien peut être membre de l'Académie française, de l'Académie des inscriptions et belles-lettres, de l'Académie des sciences, de l'Académie des beaux-arts ou de l'Académie des sciences morales et politiques (source : Larousse)",,,,,,,,,,,"23/11/2021 : Ajouté le [23/11/2021]"
"occupationType/FRAN_RI_010-d699msk23o5-354xqzr8gl19","d699msk23o5-354xqzr8gl19","OccupationType","accordeur de piano",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjp2m6--1qo7edsfvkfpy","d699msjp2m6--1qo7edsfvkfpy","OccupationType","acteur","artiste dramatique | comédien",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl759we-1qfz4kgpyc2dp","d3m0bl759we-1qfz4kgpyc2dp","OccupationType","administrateur","fermier général",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl6unm4-q8u149bnzf5w","d3m0bl6unm4-q8u149bnzf5w","OccupationType","administrateur auxiliaire (Ancien Régime)","subdélégué","lieutenant de province, de la Bastille...",,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjnphp--ogopux4anfqf","d699msjnphp--ogopux4anfqf","OccupationType","administrateur de société","gérant | cadre dirigeant d'entreprise",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjwqce-yhark80jormz","d699msjwqce-yhark80jormz","OccupationType","administrateur judiciaire",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msiv7fn--1a3blwn1bekb8","d699msiv7fn--1a3blwn1bekb8","OccupationType","aéronaute",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d-73dphpekg-6ivzauvvefkz","d-73dphpekg-6ivzauvvefkz","OccupationType","agent d'affaires",,"Commerçant intermédiaire chargé de gérer les affaires et intérêts d’autrui, d’administrer ses biens. (d’après le TLFI notice « agent »  et le Larousse en ligne (2023))",,,,,,"http://www.wikidata.org/entity/Q63755028",,,,,"04/08/2023 : Ajouté le [04/08/2023]"
"occupationType/FRAN_RI_010-d699msjsdgp-qr18efzkqegx","d699msjsdgp-qr18efzkqegx","OccupationType","agent de change","changeur",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msiptbd--1tevc99z2lyne","d699msiptbd--1tevc99z2lyne","OccupationType","agent de surveillance","veilleur de nuit | vigile | gardien",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msk5gi0--1s6iqt9d92qzm","d699msk5gi0--1s6iqt9d92qzm","OccupationType","agent immobilier",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msixvp9-178n3lc5ghzq6","d699msixvp9-178n3lc5ghzq6","OccupationType","agent secret","espion",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjbjqf--1uzbe260ejrd5","d699msjbjqf--1uzbe260ejrd5","OccupationType","agriculteur","métayer | exploitant agricole | laboureur | cultivateur",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msk2vsq--1wlumycc62nh3","d699msk2vsq--1wlumycc62nh3","OccupationType","aide-soignant",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msj12zg--s5xb7u1f4uq0","d699msj12zg--s5xb7u1f4uq0","OccupationType","ambassadeur",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjvjyd-16emynrr46kqd","d699msjvjyd-16emynrr46kqd","OccupationType","ambulancier",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msk2ael-xp98tacr19yy","d699msk2ael-xp98tacr19yy","OccupationType","animateur","animateur socio-culturel | animateur socio-éducatif",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d-1axy38anu-1ua8su5ef37p1","d-1axy38anu-1ua8su5ef37p1","OccupationType","animateur de radio ou de télévision",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msk42l0--8de6fpna6fht","d699msk42l0--8de6fpna6fht","OccupationType","aquaculteur","pisciculteur",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjh27l-100mohoosk70c","d699msjh27l-100mohoosk70c","OccupationType","arboriculteur",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d-2q4q12i6q--yjvnepbzk7z8","d-2q4q12i6q--yjvnepbzk7z8","OccupationType","archéologue",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3nyu9yq7p-8zx3tnvrcpf0","d3nyu9yq7p-8zx3tnvrcpf0","OccupationType","architecte",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msirr1g-3naumnfaswc","d699msirr1g-3naumnfaswc","OccupationType","archiviste",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjtql6-4ri55wdnkv8k","d699msjtql6-4ri55wdnkv8k","OccupationType","armateur",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msipklm-ozbzrf0uwtq3","d699msipklm-ozbzrf0uwtq3","OccupationType","armurier","fourbisseur",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjzppc-y5cl997d1hxn","d699msjzppc-y5cl997d1hxn","OccupationType","artiste",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjdbik--d0t57s3zykhu","d699msjdbik--d0t57s3zykhu","OccupationType","attaché parlementaire",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjqfcd-32v5y11w8rkx","d699msjqfcd-32v5y11w8rkx","OccupationType","auditeur de justice",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjovhg--1j7xh1r7jq96w","d699msjovhg--1j7xh1r7jq96w","OccupationType","auxiliaire de justice","crieur","Les auxiliaires de justice désignent les différentes personnes qui, bien que n’étant pas investies de la fonction de trancher les litiges à l’instar des magistrats, participent par l’exercice de leur profession au fonctionnement quotidien du service public de la justice (avocat, greffier, huissier, notaire, avoué, expert) (vie-publique.fr)",,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msj742x--12cnnohd8i9wj","d699msj742x--12cnnohd8i9wj","OccupationType","avocat","bâtonnier | solliciteur",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl76dik--ncxjtjvkyzcv","d3m0bl76dik--ncxjtjvkyzcv","OccupationType","avocat au parlement (Ancien Régime)",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl78t2c-1ag6feczxinof","d3m0bl78t2c-1ag6feczxinof","OccupationType","avocat aux conseils (Ancien Régime)",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjkyui--1wp8nqbjdsjfb","d699msjkyui--1wp8nqbjdsjfb","OccupationType","avoué",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msirzcy--wfewofyzify5","d699msirzcy--wfewofyzify5","OccupationType","bachelier",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjayqj-1itflcz7ohqml","d699msjayqj-1itflcz7ohqml","OccupationType","bailli",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3nyu9s4o0--xm3ygup3bbb1","d3nyu9s4o0--xm3ygup3bbb1","OccupationType","banquier","financier",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msiugw4--nrsbva3dm4s4","d699msiugw4--nrsbva3dm4s4","OccupationType","batelier","marinier",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msj62ub-mcazdcxzuwm0","d699msj62ub-mcazdcxzuwm0","OccupationType","batteur de métal","poêlier | affineur | batteur d'or et d'argent | dinandier | tireur d'or et d'argent",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msj2rzr--ce53d0ay0p71","d699msj2rzr--ce53d0ay0p71","OccupationType","bibliothécaire",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjf2i7-18tarfwnbu3lm","d699msjf2i7-18tarfwnbu3lm","OccupationType","bottier","sabotier | galochier | savetier",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjb5h0-16o6e11aeppuv","d699msjb5h0-16o6e11aeppuv","OccupationType","boucher","écorcheur",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3nyu9y2pu--94b9pm7anyzm","d3nyu9y2pu--94b9pm7anyzm","OccupationType","boulanger","panetier | talemelier",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msj39fa--1alqyyfvrj4ci","d699msj39fa--1alqyyfvrj4ci","OccupationType","bourreau","exécuteur des arrêts criminels | exécuteur des hautes oeuvres",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjud63--3piuljvk177u","d699msjud63--3piuljvk177u","OccupationType","brocanteur","chiffonnier | fripier",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msj3t8d-1tvzy4dqnfcwi","d699msj3t8d-1tvzy4dqnfcwi","OccupationType","brodeur",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d-74j7o3lc8-157ixvd1k4xdh","d-74j7o3lc8-157ixvd1k4xdh","OccupationType","cadre d'entreprise","cadre supérieur","Personne qui, au sein d’une entreprise, est investie d'une fonction de commandement de contrôle, de direction. (d’après le TLFI notice « cadre »)",,,,,,"http://www.wikidata.org/entity/Q4359236",,,,,"04/08/2023 : Ajouté le [04/08/2023]"
"occupationType/FRAN_RI_010-d699msj9scj-qh9b8ixkyn6w","d699msj9scj-qh9b8ixkyn6w","OccupationType","cantonnier",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msip2ru--1l4653600a60t","d699msip2ru--1l4653600a60t","OccupationType","cardinal",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msj7kpx-1nmk0p3u38uut","d699msj7kpx-1nmk0p3u38uut","OccupationType","caréneur",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msji87c-1lo6arjnzb3t2","d699msji87c-1lo6arjnzb3t2","OccupationType","carrier",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msk140l--k6i2tvx5edp4","d699msk140l--k6i2tvx5edp4","OccupationType","carrossier",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl7b5ua-u30v60qb48jb","d3m0bl7b5ua-u30v60qb48jb","OccupationType","cartier",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjzhs3--sfr32jsf7n7e","d699msjzhs3--sfr32jsf7n7e","OccupationType","cartographe","géographe",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3nyuanzvh--ukekekyqcp85","d3nyuanzvh--ukekekyqcp85","OccupationType","chancelier d'université",,"gardien du sceau de l'université / Chanoine qui conférait les degrés et délivrait les diplômes.",,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl70jy9-17so73v5xuia7","d3m0bl70jy9-17so73v5xuia7","OccupationType","chancelier de France (Ancien Régime)",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjbclp-1d42puzm2svrk","d699msjbclp-1d42puzm2svrk","OccupationType","chanoine",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msk0pcw-gpdixmoh1g05","d699msk0pcw-gpdixmoh1g05","OccupationType","chanteur","artiste lyrique",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjeon1-dwxuae036gq0","d699msjeon1-dwxuae036gq0","OccupationType","charbonnier",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjcbv0-29thpwstmx5y","d699msjcbv0-29thpwstmx5y","OccupationType","charcutier","tripier",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d-31sk4y25tu--14tvqko9whaj5","d-31sk4y25tu--14tvqko9whaj5","OccupationType","chargé de mission au cabinet du Premier ministre",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d-2y6qhp38yq--1v6g7dvex4e2o","d-2y6qhp38yq--1v6g7dvex4e2o","OccupationType","chargé de mission au cabinet du président de la République",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjilo8-nlzo91q1gzma","d699msjilo8-nlzo91q1gzma","OccupationType","charpentier","charpentier de marine",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msiz3oc-1tgh146wc14x","d699msiz3oc-1tgh146wc14x","OccupationType","charron",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d-75qs06eww--vj9wha9azam8","d-75qs06eww--vj9wha9azam8","OccupationType","chasseur","braconnier | chasseuse | veneur","Personne qui pratique le sport de la chasse. (d’après le TLFI notice « chasseur »)",,,,,,"http://www.wikidata.org/entity/Q1714828",,,,,"04/08/2023 : Ajouté le [04/08/2023]"
"occupationType/FRAN_RI_010-d699msiu7s3--1umdyplfsmam1","d699msiu7s3--1umdyplfsmam1","OccupationType","chauffeur de taxi",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjj72d-1dedn4099xfyy","d699msjj72d-1dedn4099xfyy","OccupationType","chef d'entreprise","homme d'affaires | entrepreneur | industriel | directeur d'entreprise | président-directeur-général | maître de forge | directeur de manufacture",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjt5lb-1bcrx34efgwj6","d699msjt5lb-1bcrx34efgwj6","OccupationType","chef d'Etat",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjgg0x-1b8f6hw6bkvph","d699msjgg0x-1b8f6hw6bkvph","OccupationType","chef d'orchestre",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d-1009896yv--378hf9s9l062","d-1009896yv--378hf9s9l062","OccupationType","chef de service d'administration centrale","haut fonctionnaire | secrétaire général de ministère","chef de bureau, de département, de service, de direction au sein de l'administration centrale",,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjr0qi-1uga2yy7rguqm","d699msjr0qi-1uga2yy7rguqm","OccupationType","cheminot",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msk5oth-xqvujelh8c39","d699msk5oth-xqvujelh8c39","OccupationType","chercheur","scientifique | savant",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjkkzd-4cj978nnjzhw","d699msjkkzd-4cj978nnjzhw","OccupationType","chirurgien","barbier chirurgien",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msj5u4j--76rqz4j5xrln","d699msj5u4j--76rqz4j5xrln","OccupationType","chirurgien dentiste","dentiste",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjlqz4-tbef8k5kwhzd","d699msjlqz4-tbef8k5kwhzd","OccupationType","chocolatier","confiseur",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d-76sj5w79c--1wgcf1wltzhcc","d-76sj5w79c--1wgcf1wltzhcc","OccupationType","cimentier",,"Ouvrier qui fabrique et emploie du ciment. (d’après le TLFI notice « cimentier »)",,,,,,,,,,,"04/08/2023 : Ajouté le [04/08/2023]"
"occupationType/FRAN_RI_010-d699msjxx4n--19fmsy5ho3f72","d699msjxx4n--19fmsy5ho3f72","OccupationType","cirier","chandelier",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d-77f6ber58--e2rmmih4yfc3","d-77f6ber58--e2rmmih4yfc3","OccupationType","clerc d'huissier",,"Employé(e) travaillant dans l'étude d'huissier; employé, serviteur, secrétaire d'un personnage, d'un groupement de personnes, d'un organisme officiels. (Source : TLFI notice « clerc »)",,,,,,"http://www.wikidata.org/entity/Q56317109",,,,,"04/08/2023 : Ajouté le [04/08/2023]"
"occupationType/FRAN_RI_010-d699msinlah--jkojzw4nj2kh","d699msinlah--jkojzw4nj2kh","OccupationType","clerc de notaire",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msj8l60--r9j12zzm9rwp","d699msj8l60--r9j12zzm9rwp","OccupationType","coiffeur","barbier | perruquier",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msiou22-1bd4mkzhkmdbv","d699msiou22-1bd4mkzhkmdbv","OccupationType","colporteur","marchand ambulant",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msja67p--7kxb9z0cvgzw","d699msja67p--7kxb9z0cvgzw","OccupationType","commerçant","marchand | détaillant | grossiste","S'applique au commerce de détail.",,,,,,,,,,,
"occupationType/FRAN_RI_010-d-78fgtdfkw-r8n4a29cez1l","d-78fgtdfkw-r8n4a29cez1l","OccupationType","commis","commise","Employé(e) subalterne qui peut être chargé(e) de la vente dans un commerce, de l’exécution de tâches manuelles dans une exploitation agricole ou des écritures dans une administration. (d’après le TLFI notice « commis » et le Larousse en ligne (2023))",,,,,,,"http://www.wikidata.org/entity/Q738142",,,,"04/08/2023 : Ajouté le [04/08/2023]"
"occupationType/FRAN_RI_010-d3m0bl6zq8n--1f1l0rfkekrar","d3m0bl6zq8n--1f1l0rfkekrar","OccupationType","commis d'administration (Ancien Régime)",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl6x2dd-1l2khvksguxs4","d3m0bl6x2dd-1l2khvksguxs4","OccupationType","commissaire (Ancien Régime)",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl7a4lp--w3x827ncrkws","d3m0bl7a4lp--w3x827ncrkws","OccupationType","commissaire au Châtelet (Ancien Régime)",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msiqjgn--1g0bq3r700uzt","d699msiqjgn--1g0bq3r700uzt","OccupationType","commissaire aux comptes",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl6tn62-2y3k1sajqfan","d3m0bl6tn62-2y3k1sajqfan","OccupationType","commissaire de la marine (Ancien Régime)",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl7aa5d-hs8g9svjpc2o","d3m0bl7aa5d-hs8g9svjpc2o","OccupationType","commissaire des guerres (Ancien Régime)",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl701by-1qttrk3y2uvmg","d3m0bl701by-1qttrk3y2uvmg","OccupationType","commissaire général des fortifications (Ancien Régime)",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msiwf0g-1aa6noos8nbln","d699msiwf0g-1aa6noos8nbln","OccupationType","commissaire-priseur",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjks42-vqaztu16yf9j","d699msjks42-vqaztu16yf9j","OccupationType","compositeur de musique",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msji12m-xytyudnnjvrz","d699msji12m-xytyudnnjvrz","OccupationType","comptable","agent comptable | expert-comptable",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjoocr--1mrf7391lxl3b","d699msjoocr--1mrf7391lxl3b","OccupationType","concierge","portier",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjvcto-wv3oxk1e7a5e","d699msjvcto-wv3oxk1e7a5e","OccupationType","conducteur de travaux",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjr7gy--1778zs0vmo16t","d699msjr7gy--1778zs0vmo16t","OccupationType","conducteur de véhicules","postillon | cocher",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl75y2d-1e751ug42jcyj","d3m0bl75y2d-1e751ug42jcyj","OccupationType","connétable de France (Ancien Régime)",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjrsv3--1jyvbnfetqx5m","d699msjrsv3--1jyvbnfetqx5m","OccupationType","conseil juridique",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d-31c1bj851u-1awh61xs7pwk3","d-31c1bj851u-1awh61xs7pwk3","OccupationType","conseiller au cabinet du président de la République",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl77u7c--gq05ipagl2u5","d3m0bl77u7c--gq05ipagl2u5","OccupationType","conseiller au parlement",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl6viii-ap38q0ys1umi","d3m0bl6viii-ap38q0ys1umi","OccupationType","conseiller d'Etat (Ancien Régime)",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl6y18d--aonljmhbs7v3","d3m0bl6y18d--aonljmhbs7v3","OccupationType","conseiller de cour souveraine (Ancien Régime)","conseiller à la Chambre des deniers | conseiller à la Cour des monnaies | conseiller à la Chambre des comptes | conseiller à la Cour des comptes (Ancien Régime) | conseiller à la Cour des aides",,,,,,,,,,,,
